timestamp,open,high,low,close,volume
2026-04-07 20:00:00+00:00,69011.29,69535.26,69011.29,69319.39,1097.55478
2026-04-07 21:00:00+00:00,69319.39,70216.68,69311.84,69927.64,1742.03489
2026-04-07 22:00:00+00:00,69927.65,71528.0,69927.65,71514.09,2841.66596
2026-04-07 23:00:00+00:00,71514.1,72761.0,71194.9,71924.22,3690.98922
2026-04-08 00:00:00+00:00,71924.22,72110.65,71541.51,71710.19,1153.45069
2026-04-08 01:00:00+00:00,71710.19,71758.6,71452.68,71476.97,621.6206
2026-04-08 02:00:00+00:00,71476.98,71727.01,71240.99,71364.94,1153.76247
2026-04-08 03:00:00+00:00,71364.95,71479.97,71277.18,71287.39,441.23135
2026-04-08 04:00:00+00:00,71287.39,71676.77,71287.38,71566.18,721.11279
2026-04-08 05:00:00+00:00,71566.66,71831.6,71560.0,71731.1,821.79755
2026-04-08 06:00:00+00:00,71731.1,71941.42,71581.14,71732.69,811.19618
2026-04-08 07:00:00+00:00,71732.7,71902.0,71573.04,71627.59,943.84918
2026-04-08 08:00:00+00:00,71627.59,71831.08,71627.59,71800.0,501.15204
2026-04-08 09:00:00+00:00,71799.99,71955.0,71588.75,71678.87,419.9995
2026-04-08 10:00:00+00:00,71678.87,71790.0,71457.61,71476.98,514.219
2026-04-08 11:00:00+00:00,71476.97,71739.67,71407.77,71675.12,779.27898
2026-04-08 12:00:00+00:00,71675.12,72181.81,71581.76,72071.95,1226.00544
2026-04-08 13:00:00+00:00,72071.95,72857.0,71510.0,71600.01,2821.31683
2026-04-08 14:00:00+00:00,71600.0,71751.42,70707.23,70912.88,1895.54834
2026-04-08 15:00:00+00:00,70912.89,71349.05,70833.3,71310.0,873.16856
2026-04-08 16:00:00+00:00,71309.99,71699.0,71250.93,71602.1,757.94566
2026-04-08 17:00:00+00:00,71602.11,71963.94,71490.55,71888.19,682.09647
2026-04-08 18:00:00+00:00,71888.19,71888.2,71085.22,71099.63,703.75724
2026-04-08 19:00:00+00:00,71099.63,71372.22,71019.0,71318.48,473.49397
2026-04-08 20:00:00+00:00,71318.47,71481.7,71267.91,71372.93,226.24698
2026-04-08 21:00:00+00:00,71372.94,71748.0,71330.86,71551.39,367.89907
2026-04-08 22:00:00+00:00,71551.4,71571.6,71064.84,71064.84,374.67564
2026-04-08 23:00:00+00:00,71064.84,71204.0,70901.89,71069.93,517.86174
2026-04-09 00:00:00+00:00,71069.93,71133.71,70650.0,70815.5,677.85142
2026-04-09 01:00:00+00:00,70815.5,70956.7,70466.0,70928.89,495.03665
2026-04-09 02:00:00+00:00,70928.9,71198.8,70816.36,71060.64,664.15391
2026-04-09 03:00:00+00:00,71060.64,71124.05,70845.27,70992.39,808.25356
2026-04-09 04:00:00+00:00,70992.37,71006.13,70734.77,70782.0,304.15042
2026-04-09 05:00:00+00:00,70781.99,71087.12,70689.38,70984.0,495.401
2026-04-09 06:00:00+00:00,70983.99,71082.71,70809.94,71031.84,538.94746
2026-04-09 07:00:00+00:00,71031.83,71116.0,70955.4,70982.01,922.88611
2026-04-09 08:00:00+00:00,70982.01,71380.0,70865.42,71249.51,562.42694
2026-04-09 09:00:00+00:00,71249.51,71575.0,71109.99,71534.68,512.0201
2026-04-09 10:00:00+00:00,71534.69,71534.69,71276.44,71276.45,304.66693
2026-04-09 11:00:00+00:00,71276.45,71350.0,71038.5,71150.17,446.85377
2026-04-09 12:00:00+00:00,71150.17,71328.79,71040.0,71279.63,382.04593
2026-04-09 13:00:00+00:00,71279.63,71355.24,70629.3,70801.98,696.59545
2026-04-09 14:00:00+00:00,70801.97,71250.39,70522.77,71123.71,873.72309
2026-04-09 15:00:00+00:00,71123.71,72358.0,70929.44,72141.99,2048.75279
2026-04-09 16:00:00+00:00,72142.0,72399.0,71729.66,72080.87,1429.6831
2026-04-09 17:00:00+00:00,72080.86,72550.0,72062.38,72347.49,1415.90923
2026-04-09 18:00:00+00:00,72348.0,72380.7,71747.68,71888.69,560.32535
2026-04-09 19:00:00+00:00,71888.69,72300.0,71750.0,72096.32,607.89039
2026-04-09 20:00:00+00:00,72096.33,72458.31,71985.95,72413.97,497.89389
2026-04-09 21:00:00+00:00,72413.96,72700.0,72142.79,72264.95,771.79321
2026-04-09 22:00:00+00:00,72264.96,73145.0,71945.94,71946.01,1345.32358
2026-04-09 23:00:00+00:00,71946.01,72025.53,71585.25,71787.97,795.83731
2026-04-10 00:00:00+00:00,71787.98,72028.4,71573.35,71963.03,967.9743
2026-04-10 01:00:00+00:00,71963.04,72387.0,71673.48,72157.93,679.67117
2026-04-10 02:00:00+00:00,72157.93,72291.04,71921.59,71965.36,515.54191
2026-04-10 03:00:00+00:00,71965.36,72027.37,71813.73,71868.67,543.68867
2026-04-10 04:00:00+00:00,71868.67,72212.84,71820.47,72117.29,734.17151
2026-04-10 05:00:00+00:00,72117.29,72267.89,72010.4,72127.84,408.69549
2026-04-10 06:00:00+00:00,72127.84,72179.85,71792.01,71805.38,448.00931
2026-04-10 07:00:00+00:00,71805.39,71837.59,71428.0,71481.85,702.39043
2026-04-10 08:00:00+00:00,71481.85,71769.41,71426.15,71606.07,624.89096
2026-04-10 09:00:00+00:00,71606.08,71873.0,71583.47,71787.41,281.02303
2026-04-10 10:00:00+00:00,71787.41,71928.29,71711.6,71910.09,238.63388
2026-04-10 11:00:00+00:00,71910.1,72261.93,71903.69,72127.59,421.17579
2026-04-10 12:00:00+00:00,72127.59,72458.0,72007.5,72258.68,733.4245
2026-04-10 13:00:00+00:00,72258.69,72409.41,71899.51,72321.4,673.2668
2026-04-10 14:00:00+00:00,72321.39,73155.58,72258.0,72909.0,2362.6198
2026-04-10 15:00:00+00:00,72909.0,73289.96,72355.87,72460.51,1324.05053
2026-04-10 16:00:00+00:00,72460.52,73069.4,72387.41,72992.33,733.09003
2026-04-10 17:00:00+00:00,72992.32,73146.0,72802.96,73121.66,454.50524
2026-04-10 18:00:00+00:00,73121.66,73159.81,72880.95,73107.07,597.01721
2026-04-10 19:00:00+00:00,73107.07,73264.76,72900.0,73236.11,713.54118
2026-04-10 20:00:00+00:00,73236.11,73434.0,73051.97,73361.68,872.16866
2026-04-10 21:00:00+00:00,73361.68,73364.47,72934.53,73190.67,654.89865
2026-04-10 22:00:00+00:00,73190.68,73244.03,72700.6,72877.0,798.3469
2026-04-10 23:00:00+00:00,72877.01,72967.79,72791.96,72962.7,889.83693
2026-04-11 00:00:00+00:00,72962.71,72962.71,72787.94,72828.42,801.54149
2026-04-11 01:00:00+00:00,72828.42,72999.99,72670.0,72954.39,320.3002
2026-04-11 02:00:00+00:00,72954.39,73094.89,72910.93,72966.57,288.43552
2026-04-11 03:00:00+00:00,72966.58,73075.34,72814.42,72866.63,227.12944
2026-04-11 04:00:00+00:00,72866.62,72954.28,72681.9,72806.08,298.14959
2026-04-11 05:00:00+00:00,72806.08,72836.55,72679.08,72722.28,222.17067
2026-04-11 06:00:00+00:00,72722.28,72771.32,72612.16,72762.0,590.44339
2026-04-11 07:00:00+00:00,72762.01,72832.0,72672.56,72745.38,321.42327
2026-04-11 08:00:00+00:00,72745.38,72799.57,72638.44,72664.17,263.67236
2026-04-11 09:00:00+00:00,72664.16,72908.0,72617.75,72907.11,306.96352
2026-04-11 10:00:00+00:00,72907.12,72915.95,72760.9,72843.71,224.83128
2026-04-11 11:00:00+00:00,72843.7,72912.0,72826.37,72907.05,109.63598
2026-04-11 12:00:00+00:00,72907.05,72982.4,72814.97,72940.49,180.21756
2026-04-11 13:00:00+00:00,72940.5,72940.5,72513.09,72658.07,493.97275
2026-04-11 14:00:00+00:00,72658.07,72770.91,72609.27,72704.67,212.83973
2026-04-11 15:00:00+00:00,72704.66,72896.03,72678.0,72858.17,246.74388
2026-04-11 16:00:00+00:00,72858.18,73204.74,72812.94,73034.33,656.04744
2026-04-11 17:00:00+00:00,73034.34,73169.04,72942.06,73095.97,269.56328
2026-04-11 18:00:00+00:00,73095.97,73726.13,73032.61,73547.89,856.65701
2026-04-11 19:00:00+00:00,73547.9,73790.0,73482.0,73585.71,266.60931
