timestamp,open,high,low,close,volume
2024-01-01 00:00:00+00:00,42283.58,42435.07,41218.46,42145.77,18453.21
2024-01-02 00:00:00+00:00,42145.77,45922.05,41968.46,44960.64,36621.84
2024-01-03 00:00:00+00:00,44960.64,45198.14,42552.19,42808.37,28771.45
2024-01-04 00:00:00+00:00,42808.37,43118.33,41177.33,42208.34,25234.67
2024-01-05 00:00:00+00:00,42208.34,44139.28,41967.55,44168.07,22198.43
2024-01-06 00:00:00+00:00,44168.07,44609.45,43234.12,43987.54,19876.32
2024-01-07 00:00:00+00:00,43987.54,46789.23,43654.32,46432.18,31245.67
2024-01-08 00:00:00+00:00,46432.18,47234.56,45123.45,46812.34,27654.89
2024-01-09 00:00:00+00:00,46812.34,47891.23,45987.65,47145.67,24532.11
2024-01-10 00:00:00+00:00,47145.67,48234.56,46123.45,47654.32,21987.43
